id,name,wikipedia_url,occupation,birth_year,birth_month,birth_day,birth_hour,birth_minute,birth_location,unknown_time,sun_sign_sidereal,sun_sign_tropical,moon_sign_sidereal,moon_sign_tropical,life_path_number,day_number,chinese_zodiac_animal,page_views,created_at,updated_at,has_chart_data_json,has_planetary_placements_json,has_top_aspects_json
2020,Peter Barham,https://en.wikipedia.org/wiki/Peter_Barham,,1950,10,25,,,England,True,Virgo,Scorpio,Pisces,Aries,5,7,Tiger,1144,2025-12-10 19:35:06,2025-12-10 23:01:07,Yes,No,No
2021,Arthur B. English,https://en.wikipedia.org/wiki/Arthur_B._English,,1865,1,1,,,England,True,Sagittarius,Capricorn,Aquarius,Aquarius,22/4,1,Rat,5235,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2022,Nicholas Audsley,https://en.wikipedia.org/wiki/Nicholas_Audsley,,1982,2,6,,,England,True,Capricorn,Aquarius,Gemini,Cancer,1,6,Dog,8967,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2023,George Ripley,https://en.wikipedia.org/wiki/George_Ripley,,1415,1,1,,,England,True,Sagittarius,Capricorn,Taurus,Taurus,4,1,Horse,247,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2024,Andy Stevens,https://en.wikipedia.org/wiki/Andy_Stevens,,1901,8,1,,,England,True,Cancer,Leo,Capricorn,Aquarius,2,1,Ox,477,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2025,John Skelton,https://en.wikipedia.org/wiki/John_Skelton,,1460,1,1,,,England,True,Sagittarius,Capricorn,Sagittarius,Sagittarius,4,1,Rabbit,1306,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2026,Natasha Wightman,https://en.wikipedia.org/wiki/Natasha_Wightman,,1973,1,1,,,England,True,Sagittarius,Capricorn,Scorpio,Sagittarius,22/4,1,Rat,35205,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2027,Robert Seddon,https://en.wikipedia.org/wiki/Robert_Seddon,,1860,7,1,,,England,True,Gemini,Cancer,Ophiuchus,Sagittarius,5,1,Monkey,4085,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2028,Robert Fisher Tomes,https://en.wikipedia.org/wiki/Robert_Fisher_Tomes,,1823,8,4,,,England,True,Cancer,Leo,Gemini,Cancer,8,4,Goat,378,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2029,Gordon Hoare,https://en.wikipedia.org/wiki/Gordon_Hoare,,1884,4,18,,,England,True,Pisces,Aries,Sagittarius,Capricorn,7,9,Monkey,995,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2030,Philip Repyngdon,https://en.wikipedia.org/wiki/Philip_Repyngdon,,1345,1,1,,,England,True,Sagittarius,Capricorn,Leo,Virgo,6,1,Monkey,1182,2025-12-10 19:35:06,2025-12-10 23:01:10,Yes,No,No
2031,Leonard Calvert,https://en.wikipedia.org/wiki/Leonard_Calvert,,1606,1,1,,,England,True,Sagittarius,Capricorn,Virgo,Libra,6,1,Snake,10502,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2032,Joe Anderson,https://en.wikipedia.org/wiki/Joe_Anderson,,1982,3,26,,,England,True,Pisces,Aries,Pisces,Aries,4,8,Dog,495,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2033,Dione Lucas,https://en.wikipedia.org/wiki/Dione_Lucas,,1909,1,1,,,England,True,Sagittarius,Capricorn,Aries,Taurus,3,1,Monkey,3057,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2034,Paul P.,https://en.wikipedia.org/wiki/Paul_P.,,1977,1,1,,,Canada,True,Sagittarius,Capricorn,Taurus,Taurus,8,1,Dragon,1365,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2035,Ryan Stevenson,https://en.wikipedia.org/wiki/Ryan_Stevenson,,1987,6,14,,,Canada,True,Taurus,Gemini,Sagittarius,Aquarius,9,5,Rabbit,320,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2036,Sally Wyatt,https://en.wikipedia.org/wiki/Sally_Wyatt,,1959,5,12,,,Canada,True,Taurus,Taurus,Gemini,Cancer,5,3,Pig,612,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2037,Jake Goodman,https://en.wikipedia.org/wiki/Jake_Goodman,,2002,6,17,,,Canada,True,Taurus,Gemini,Leo,Virgo,9,8,Horse,234,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2038,Nicole Demars,https://en.wikipedia.org/wiki/Nicole_Demars,,1970,8,17,,,Canada,True,Leo,Leo,Aquarius,Aquarius,33/6,8,Dog,141,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2039,Marcus Godinho,https://en.wikipedia.org/wiki/Marcus_Godinho,,1997,6,28,,,Canada,True,Gemini,Cancer,Pisces,Aries,6,1,Ox,3701,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2040,Jay Isaac,https://en.wikipedia.org/wiki/Jay_Isaac,,1975,1,1,,,Canada,True,Sagittarius,Capricorn,Leo,Leo,6,1,Tiger,563,2025-12-10 19:35:06,2025-12-10 23:01:13,Yes,No,No
2041,Danley Johnson,https://en.wikipedia.org/wiki/Danley_Johnson,,1978,8,2,,,Canada,True,Cancer,Leo,Gemini,Cancer,8,2,Horse,188,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2042,Audrey Lemieux,https://en.wikipedia.org/wiki/Audrey_Lemieux,,1985,5,9,,,Canada,True,Aries,Taurus,Sagittarius,Capricorn,1,9,Ox,213,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2043,Stacy Traub,https://en.wikipedia.org/wiki/Stacy_Traub,,2000,1,1,,,Canada,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,0,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2044,Rachel Graton,https://en.wikipedia.org/wiki/Rachel_Graton,,1985,8,29,,,Canada,True,Leo,Virgo,Capricorn,Aquarius,6,11/2,Ox,7146,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2045,Kevin Doherty,https://en.wikipedia.org/wiki/Kevin_Doherty,,1901,1,1,,,Canada,True,Sagittarius,Capricorn,Taurus,Taurus,4,1,Rat,184,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2046,Nicole Millar,https://en.wikipedia.org/wiki/Nicole_Millar,,1993,4,27,,,Canada,True,Aries,Taurus,Gemini,Cancer,8,9,Rooster,3556,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2047,Irvin Studin,https://en.wikipedia.org/wiki/Irvin_Studin,,2000,1,1,,,Canada,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,1534,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2048,Willy Giummarra,https://en.wikipedia.org/wiki/Willy_Giummarra,,1971,8,26,,,Canada,True,Leo,Virgo,Virgo,Scorpio,7,8,Pig,471,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2049,Kevin Robertson,https://en.wikipedia.org/wiki/Kevin_Robertson,,1971,1,1,,,Canada,True,Sagittarius,Capricorn,Aquarius,Pisces,2,1,Dog,922,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2050,Henry Stull,https://en.wikipedia.org/wiki/Henry_Stull,,1851,1,1,,,Canada,True,Sagittarius,Capricorn,Sagittarius,Sagittarius,8,1,Dog,0,2025-12-10 19:35:06,2025-12-10 23:01:16,Yes,No,No
2051,Anouk Purnelle-Faniel,https://en.wikipedia.org/wiki/Anouk_Purnelle-Faniel,,1995,1,5,,,Canada,True,Sagittarius,Capricorn,Aquarius,Pisces,3,5,Dog,0,2025-12-10 19:35:06,2025-12-10 23:01:19,Yes,No,No
2052,Petra Januskova,https://en.wikipedia.org/wiki/Petra_Januskova,,1991,3,3,,,Canada,True,Aquarius,Pisces,Virgo,Libra,8,3,Goat,4,2025-12-10 19:35:06,2025-12-10 23:01:19,Yes,No,No
2053,Morwenna Lane,https://en.wikipedia.org/wiki/Morwenna_Lane,,1974,11,27,,,Canada,True,Scorpio,Sagittarius,Aries,Taurus,5,9,Tiger,0,2025-12-10 19:35:06,2025-12-10 23:01:19,Yes,No,No
2054,William Stevens,https://en.wikipedia.org/wiki/William_Stevens,,1903,4,28,,,Canada,True,Aries,Taurus,Aries,Taurus,9,1,Rabbit,1002,2025-12-10 19:35:06,2025-12-10 23:01:19,Yes,No,No
2055,George Neil Stewart,https://en.wikipedia.org/wiki/George_Neil_Stewart,,1860,4,18,,,Canada,True,Pisces,Aries,Pisces,Pisces,1,9,Monkey,236,2025-12-10 19:35:43,2025-12-10 23:01:19,Yes,No,No
2056,Carlo Rinomato,https://en.wikipedia.org/wiki/Carlo_Rinomato,,1967,7,29,,,Canada,True,Cancer,Leo,Aries,Taurus,5,11/2,Goat,5,2025-12-10 19:35:43,2025-12-10 23:01:19,Yes,No,No
2057,Kazik Radwanski,https://en.wikipedia.org/wiki/Kazik_Radwanski,,1985,1,1,,,Canada,True,Sagittarius,Capricorn,Aries,Taurus,7,1,Rat,10123,2025-12-10 19:35:43,2025-12-10 23:01:19,Yes,No,No
2058,Isaiah Peck,https://en.wikipedia.org/wiki/Isaiah_Peck,,1999,8,6,,,Canada,True,Cancer,Leo,Taurus,Gemini,6,6,Rabbit,0,2025-12-10 19:35:43,2025-12-10 23:01:19,Yes,No,No
2059,Shelby Bain,https://en.wikipedia.org/wiki/Shelby_Bain,,2001,7,28,,,Canada,True,Cancer,Leo,Libra,Scorpio,2,1,Snake,0,2025-12-10 19:35:43,2025-12-10 23:01:19,Yes,No,No
2060,Jeanne Brault Laurin,https://en.wikipedia.org/wiki/Jeanne_Brault_Laurin,,1923,12,16,,,Canada,True,Ophiuchus,Sagittarius,Pisces,Aries,7,7,Pig,0,2025-12-10 19:35:43,2025-12-10 23:01:19,Yes,No,No
2061,Aurora Robson,https://en.wikipedia.org/wiki/Aurora_Robson,,1972,1,1,,,Canada,True,Sagittarius,Capricorn,Gemini,Cancer,3,1,Pig,2937,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2062,Vern Hickey,https://en.wikipedia.org/wiki/Vern_Hickey,,1900,11,11,,,Canada,True,Libra,Scorpio,Gemini,Cancer,5,2,Rat,289,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2063,Patrecia Scott,https://en.wikipedia.org/wiki/Patrecia_Scott,,1940,1,23,,,Canada,True,Capricorn,Aquarius,Gemini,Cancer,2,5,Rabbit,14517,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2064,Carsen Campbell,https://en.wikipedia.org/wiki/Carsen_Campbell,,1994,12,9,,,Canada,True,Ophiuchus,Sagittarius,Aquarius,Pisces,8,9,Dog,0,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2065,Skylar Healey,https://en.wikipedia.org/wiki/Skylar_Healey,,1998,11,7,,,Canada,True,Libra,Scorpio,Gemini,Cancer,9,7,Tiger,0,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2066,Donald Moggridge,https://en.wikipedia.org/wiki/Donald_Moggridge,,1943,1,1,,,Canada,True,Sagittarius,Capricorn,Virgo,Scorpio,1,1,Horse,0,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2067,Nathan Nunn,https://en.wikipedia.org/wiki/Nathan_Nunn,,1974,7,9,,,Canada,True,Gemini,Cancer,Aquarius,Pisces,1,9,Tiger,5445,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2068,Sarah Widdows,https://en.wikipedia.org/wiki/Sarah_Widdows,,1997,1,1,,,Canada,True,Sagittarius,Capricorn,Virgo,Libra,1,1,Rat,0,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2069,Michael Posluns,https://en.wikipedia.org/wiki/Michael_Posluns,,1941,1,1,,,Canada,True,Sagittarius,Capricorn,Aquarius,Aquarius,8,1,Dragon,363,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2070,Janet Helmick Beavin,https://en.wikipedia.org/wiki/Janet_Helmick_Beavin,,1940,2,12,,,Canada,True,Capricorn,Aquarius,Pisces,Aries,1,3,Dragon,42,2025-12-10 19:35:43,2025-12-10 23:01:22,Yes,No,No
2071,Kai Cheng Thom,https://en.wikipedia.org/wiki/Kai_Cheng_Thom,,1991,3,12,,,Canada,True,Pisces,Pisces,Capricorn,Aquarius,8,3,Goat,9570,2025-12-10 19:35:43,2025-12-10 23:01:24,Yes,No,No
